Project#,imaged,Morphospecies#,MorphospeciesName,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,Zoosection,Zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,sex,identifiedBy,identificationRemarks,establismentMeans ,basisOfRecord,institutionID,datasetID,catalogNumber,institutionCode,collectionCode,individualCount,lifeStage,preparations,occurrenceRemarks,recordedBy,associatedMedia,associatedTaxa,associatedReferences,associatedSequences,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventTime,year,month,day,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,islandGroup,island,country,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,minimumElevationInMeters,maximumElevationInMeters,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,
SBBG-PIRU_0148,n,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter,to SBBG-PIRU_0144,,,,SBBG-PIRU_,0148,,,1,adult,80% EtOH,minor,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,R8-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R8-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R8,,,United States,California,Ventura,Piru,Lake Piru,,466 m,EGM96,,,34.4978447,-118.7607346,34.4978447,-118.7607346,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0149,n,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter,to SBBG-PIRU_0144,,,,SBBG-PIRU_,0149,,,1,adult,80% EtOH,minor,Kylie J. Etter & Sarah J. Cusser,,,,,C21-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C21-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C21,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49788666,-118.7588348,34.49788666,-118.7588348,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0150,n,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter,to SBBG-PIRU_0144,,,,SBBG-PIRU_,0150,,,2,adult,80% EtOH,"1 major, 1 minor",Kylie J. Etter & Sarah J. Cusser,,,,,R20-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R20-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R20,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49785995,-118.7589645,34.49785995,-118.7589645,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0151,n,SBBG-PIRU_0135,Solenopsis xyloni,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,,,,,Kylie J. Etter,to SBBG-PIRU_0135,,,,SBBG-PIRU_,0151,,,1,adult,80% EtOH,minor,Kylie J. Etter & Sarah J. Cusser,,,,,R10-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R10-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R10,,,United States,California,Ventura,Piru,Lake Piru,,469 m,EGM96,,,34.49790955,-118.760704,34.49790955,-118.760704,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0152,n,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter,to SBBG-PIRU_0144,,,,SBBG-PIRU_,0152,,,1,adult,80% EtOH,minor,Kylie J. Etter & Sarah J. Cusser,,,,,R5-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R5-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R5,,,United States,California,Ventura,Piru,Lake Piru,,461 m,EGM96,,,34.49763489,-118.7609253,34.49763489,-118.7609253,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0153,n,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter,to SBBG-PIRU_0144,,,,SBBG-PIRU_,0153,,,1,adult,80% EtOH,minor,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,R7-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R7-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R7,,,United States,California,Ventura,Piru,Lake Piru,,465 m,EGM96,,,34.49781418,-118.760704,34.49781418,-118.760704,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0154,n,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter,to SBBG-PIRU_0144,,,,SBBG-PIRU_,0154,,,2,adult,80% EtOH,minor,Kylie J. Etter & Sarah J. Cusser,,,,,R6-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R6-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R6,,,United States,California,Ventura,Piru,Lake Piru,,463 m,EGM96,,,34.49768066,-118.7609253,34.49768066,-118.7609253,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0155,y,SBBG-PIRU_0155,Ichneumonidae A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,,,,,Ichneumonoidea,,Ichneumonidae,,,,,,,,,,,Kylie J. Etter | hymenopterator,to Ichneumonoidea; wingless and ant-like | to Ichneumonidae on iNaturalist,,,,SBBG-PIRU_,0155,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150528788,,,,R6-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R6-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R6,,,United States,California,Ventura,Piru,Lake Piru,,463 m,EGM96,,,34.49768066,-118.7609253,34.49768066,-118.7609253,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0156,n,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter,to SBBG-PIRU_0144,,,,SBBG-PIRU_,0156,,,1,adult,80% EtOH,minor,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,R9-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R9-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R9,,,United States,California,Ventura,Piru,Lake Piru,,466 m,EGM96,,,34.49785233,-118.7607956,34.49785233,-118.7607956,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0157,y,SBBG-PIRU_0157,Metanotalia maderensis,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Chalcidoidea,,Encrytidae,Encyrtinae,,,,Metanotalia,,maderensis,,Metanotalia maderensis,female,Kylie J. Etter | Jeong Yoo (jeongyoo),to Encyrtidae | to Metanotalia maderensis on iNaturalist,,,,SBBG-PIRU_,0157,,,1,adult,80% EtOH,,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",https://www.inaturalist.org/observations/150528790,,,,R9-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R9-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R9,,,United States,California,Ventura,Piru,Lake Piru,,466 m,EGM96,,,34.49785233,-118.7607956,34.49785233,-118.7607956,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0158,y,SBBG-PIRU_0158,Tetrastichinae B,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Chalcidoidea,,Eulophidae,Tetrastichinae,,,,,,,,,female,Kylie J. Etter | Jeong Yoo (jeongyoo),to Chalcidoidea  | to Tetrastichinae on iNaturalist,,,,SBBG-PIRU_,0158,,,1,adult,80% EtOH,,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",https://www.inaturalist.org/observations/150528791,,,,R9-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R9-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R9,,,United States,California,Ventura,Piru,Lake Piru,,466 m,EGM96,,,34.49785233,-118.7607956,34.49785233,-118.7607956,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0159,n,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter,to SBBG-PIRU_0144,,,,SBBG-PIRU_,0159,,,1,adult,80% EtOH,minor,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,C9-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C9-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C9,,,United States,California,Ventura,Piru,Lake Piru,,467 m,EGM96,,,34.4978714,-118.7607651,34.4978714,-118.7607651,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0160,n,SBBG-PIRU_0135,Solenopsis xyloni,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,,,,,Kylie J. Etter,to SBBG-PIRU_0135,,,,SBBG-PIRU_,0160,,,2,adult,80% EtOH,minors,Kylie J. Etter & Sarah J. Cusser,,,,,C3-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C3-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C3,,,United States,California,Ventura,Piru,Lake Piru,,473 m,EGM96,,,34.49755096,-118.7614517,34.49755096,-118.7614517,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0161,n,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter,to SBBG-PIRU_0144,,,,SBBG-PIRU_,0161,,,10,adult,80% EtOH,"2 majors, 8 minors",Kylie J. Etter & Sarah J. Cusser,,,,,C10-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C10-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C10,,,United States,California,Ventura,Piru,Lake Piru,,469 m,EGM96,,,34.49792862,-118.7606735,34.49792862,-118.7606735,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0162,n,SBBG-PIRU_0135,Solenopsis xyloni,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,,,,,Kylie J. Etter,to SBBG-PIRU_0135,,,,SBBG-PIRU_,0162,,,1,adult,80% EtOH,minor,Kylie J. Etter & Sarah J. Cusser,,,,,C4-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C4-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C4,,,United States,California,Ventura,Piru,Lake Piru,,475 m,EGM96,,,34.49760056,-118.7614441,34.49760056,-118.7614441,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0163,n,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter,to SBBG-PIRU_0144,,,,SBBG-PIRU_,0163,,,1,adult,80% EtOH,minor,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,R8-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R8-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R8,,,United States,California,Ventura,Piru,Lake Piru,,466 m,EGM96,,,34.4978447,-118.7607346,34.4978447,-118.7607346,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
